iteration,target_tool,question,ok,status,latency_ms,intent,error
21,get_recent_transactions,"Liệt kê các giao dịch mới nhất trên tất cả các lọ.",true,200,25331,personal_finance,
22,get_recent_transactions,"Tôi vừa mới tiêu tiền vào những việc gì gần đây?",true,200,19964,personal_finance,
23,get_recent_transactions,"Cho tôi xem 5 giao dịch mới nhất của lọ thiết yếu.",true,200,7188,personal_finance,
24,get_recent_transactions,"Hôm nay tôi có phát sinh giao dịch nào không?",true,200,14672,personal_finance,
25,get_top_expenses,"Tháng này tôi tiêu nhiều nhất vào việc gì?",true,200,15292,personal_finance,
26,get_top_expenses,"10 khoản chi lớn nhất trong 30 ngày qua của tôi là gì?",true,200,15166,personal_finance,
27,get_top_expenses,"Khoản chi tiêu lớn nhất gần đây của tôi là khoản nào?",true,200,12273,personal_finance,
28,get_top_expenses,"Cho tôi biết những chi tiêu đáng kể nhất tuần vừa rồi.",true,200,18188,personal_finance,
29,get_top_expenses,"5 khoản chi tiêu tốn kém nhất của lọ giải trí trong tháng là gì?",true,200,48907,personal_finance,
30,get_top_expenses,"Xếp hạng các khoản chi lớn nhất từ đầu tháng đến giờ.",true,200,21610,personal_finance,
31,search_transactions,"Tìm giúp tôi giao dịch nào có chữ 'Grab' trong mô tả.",true,200,13211,personal_finance,
32,search_transactions,"Tôi có giao dịch nào liên quan đến 'cà phê' không?",true,200,13314,personal_finance,
33,search_transactions,"Tìm kiếm các giao dịch có từ 'học phí'.",true,200,13665,personal_finance,
34,search_transactions,"Có giao dịch nào chứa từ 'sách' trong mô tả không?",true,200,14363,personal_finance,
35,search_transactions,"Tìm các giao dịch có ghi chú 'tiền nhà' giúp tôi.",true,200,10894,personal_finance,
36,search_transactions,"Trước đây tôi có giao dịch nào ghi 'sinh nhật' không?",true,200,14028,personal_finance,
37,get_jar_tags,"Lọ hưởng thụ tôi đang gắn những tag nào?",true,200,13972,personal_finance,
38,get_jar_tags,"Danh sách tag đang hoạt động của lọ thiết yếu là gì?",true,200,16786,personal_finance,
39,get_jar_tags,"Tôi đã tạo những tag nào cho lọ giải trí?",true,200,12837,personal_finance,
40,get_jar_tags,"Cho tôi xem các tag của lọ dự phòng.",true,200,6242,personal_finance,
