iteration,target_tool,question,ok,status,latency_ms,intent,error
121,get_all_scholarships,"Cho tôi danh sách đầy đủ các học bổng hiện có.",true,200,27955,scholarships,
122,get_all_scholarships,"Trường tôi hiện đang có những học bổng nào?",true,200,15088,scholarships,
123,get_all_scholarships,"Có tổng cộng bao nhiêu học bổng trong hệ thống?",true,200,12650,scholarships,
124,get_all_scholarships,"Đếm giúp tôi số lượng học bổng đang còn hạn nộp.",true,200,11728,scholarships,
125,get_all_scholarships,"Liệt kê toàn bộ học bổng, kể cả đã đóng hạn nộp.",true,200,26845,scholarships,
126,get_all_scholarships,"Có bao nhiêu học bổng đang tạm đóng hồ sơ?",true,200,21083,scholarships,
127,get_all_scholarships,"Xem tất cả học bổng hiện có trên hệ thống.",true,200,14179,scholarships,
128,get_all_scholarships,"Số lượng học bổng đang mở hiện tại là bao nhiêu?",true,200,12938,scholarships,
129,get_my_full_profile,"Xem lại hồ sơ đầy đủ của tôi (học vấn, kỹ năng, sở thích) để tư vấn học bổng phù hợp.",true,200,1014,scholarships,
130,get_my_full_profile,"Hồ sơ cá nhân của tôi hiện đang có những thông tin gì?",true,200,25273,personal_finance,
131,get_my_full_profile,"Dựa vào toàn bộ hồ sơ của tôi, tôi phù hợp với loại học bổng nào?",true,200,1036,scholarships,
132,get_my_full_profile,"Tóm tắt hồ sơ học vấn và kỹ năng hiện tại của tôi.",true,200,17613,scholarships,
133,get_my_full_profile,"Hồ sơ của tôi hiện có thiếu thông tin gì không?",true,200,24468,scholarships,
134,get_my_full_profile,"Cho tôi xem lại toàn bộ thông tin cá nhân đã khai báo.",true,200,9905,personal_finance,
135,get_my_scholarship_applications,"Tôi đang apply những học bổng nào rồi?",true,200,17115,scholarships,
136,get_my_scholarship_applications,"Danh sách hồ sơ học bổng tôi đã nộp là gì?",true,200,10014,scholarships,
137,get_my_scholarship_applications,"Hồ sơ nào của tôi đang chờ xét duyệt?",true,200,8332,hybrid,
138,get_my_scholarship_applications,"Tôi đã nộp bao nhiêu hồ sơ học bổng từ trước đến giờ?",true,200,9492,scholarships,
139,get_my_scholarship_applications,"Có hồ sơ học bổng nào của tôi bị từ chối không?",true,200,8089,scholarships,
140,get_my_scholarship_applications,"Cho tôi xem toàn bộ lịch sử apply học bổng của tôi.",true,200,1340,scholarships,
