iteration,target_tool,question,ok,status,latency_ms,intent,error
81,get_auto_transfers,"Có lịch chuyển tiền tự động nào của tôi đang tạm dừng không?",true,200,14801,hybrid,
82,get_auto_transfers,"Tôi có bao nhiêu lịch tự động chia tiền đang chạy?",true,200,9161,personal_finance,
83,can_afford_this,"Tôi có nên mua bàn phím cơ giá 3 triệu không?",true,200,31906,hybrid,
84,can_afford_this,"Tôi có đủ khả năng mua một chiếc laptop 15 triệu không?",true,200,65816,hybrid,
85,can_afford_this,"Với tình hình tài chính hiện tại, tôi có nên mua tai nghe 2 triệu không?",true,200,3814,hybrid,
86,can_afford_this,"Tôi có nên chi 5 triệu để đi du lịch cuối năm không?",true,200,50186,hybrid,
87,can_afford_this,"Mua một đôi giày 1.5 triệu có ảnh hưởng nhiều đến tài chính của tôi không?",true,200,43898,hybrid,
88,can_afford_this,"Tôi có đủ tiền để đăng ký khóa học 4 triệu đồng không?",true,200,29049,hybrid,
89,compare_jar_allocation,"Phân bổ lọ của tôi có hợp lý theo phương pháp 6 lọ chuẩn không?",true,200,12653,hybrid,
90,compare_jar_allocation,"So sánh cách tôi đang chia tiền với tỷ lệ 6 lọ khuyến nghị.",true,200,14949,hybrid,
91,compare_jar_allocation,"Tỷ lệ phân bổ hiện tại của tôi lệch bao nhiêu so với chuẩn?",true,200,18134,hybrid,
92,compare_jar_allocation,"Đánh giá xem cách chia lọ của tôi có đúng nguyên tắc 6 lọ không.",true,200,17243,hybrid,
93,compare_jar_allocation,"Lọ nào của tôi đang lệch nhiều nhất so với tỷ lệ khuyến nghị?",true,200,11741,hybrid,
94,compare_jar_allocation,"Cách chia 6 lọ của tôi có cần điều chỉnh gì không?",true,200,21408,personal_finance,
95,suggest_jar_rebalancing,"Giúp tôi tái cân bằng lại tỷ lệ các lọ tài chính.",true,200,10549,personal_finance,
96,suggest_jar_rebalancing,"Đề xuất cách phân bổ lại 6 lọ cho hợp lý hơn.",true,200,9822,hybrid,
97,suggest_jar_rebalancing,"Tôi nên điều chỉnh % các lọ như thế nào cho tốt hơn?",true,200,16829,personal_finance,
98,suggest_jar_rebalancing,"Gợi ý tỷ lệ phân bổ mới dựa trên chi tiêu thực tế của tôi.",true,200,17047,hybrid,
99,suggest_jar_rebalancing,"Lọ giải trí đang chi vượt quá nhiều, giúp tôi cân bằng lại các lọ.",true,200,15318,personal_finance,
100,suggest_jar_rebalancing,"Nếu muốn tiết kiệm nhiều hơn thì tôi nên chỉnh lại tỷ lệ lọ ra sao?",true,200,46330,hybrid,
