iteration,target_tool,question,ok,status,latency_ms,intent,error
61,get_monthly_summary,"Cho tôi báo cáo tổng quan thu chi tháng này.",true,200,30434,personal_finance,
62,get_monthly_summary,"Tóm tắt tài chính tháng 6 của tôi.",true,200,23874,personal_finance,
63,get_monthly_summary,"Tháng 2 tôi có dư ra được đồng nào không?",true,200,19652,personal_finance,
64,get_monthly_summary,"Tổng thu nhập và chi tiêu tháng hiện tại là bao nhiêu?",true,200,24399,personal_finance,
65,compare_spending_between_two_months,"So sánh chi tiêu tháng này với tháng trước giúp tôi.",true,200,24545,personal_finance,
66,compare_spending_between_two_months,"Tháng 4 và tháng 5 tôi chi tiêu khác nhau thế nào?",true,200,19124,hybrid,
67,compare_spending_between_two_months,"Chi tiêu của tôi tháng này tăng hay giảm so với tháng trước?",true,200,12893,personal_finance,
68,compare_spending_between_two_months,"So sánh thu nhập 2 tháng gần nhất của tôi.",true,200,20898,personal_finance,
69,compare_spending_between_two_months,"Tháng 1 so với tháng 3, tôi tiêu nhiều hơn hay ít hơn?",true,200,4354,personal_finance,
70,compare_spending_between_two_months,"Đối chiếu chi tiêu lọ thiết yếu giữa tháng này và tháng trước.",true,200,21129,personal_finance,
71,get_spending_trend,"Xu hướng chi tiêu lọ thiết yếu trong 6 tháng qua của tôi thế nào?",true,200,19580,hybrid,
72,get_spending_trend,"Chi tiêu lọ giải trí có xu hướng tăng hay giảm gần đây?",true,200,19110,personal_finance,
73,get_spending_trend,"Cho tôi xem biến động chi tiêu lọ giáo dục vài tháng qua.",true,200,4837,personal_finance,
74,get_spending_trend,"Xu hướng thu chi lọ dự phòng gần đây ra sao?",true,200,18857,personal_finance,
75,get_spending_trend,"Trong 3 tháng gần nhất, chi tiêu lọ đầu tư của tôi biến động ra sao?",true,200,18616,personal_finance,
76,get_spending_trend,"Cho tôi biểu đồ xu hướng chi tiêu tổng thể nửa năm qua.",true,200,6368,personal_finance,
77,get_auto_transfers,"Tôi có đang cài lịch tự động chia tiền không?",true,200,19228,personal_finance,
78,get_auto_transfers,"Danh sách các lịch chuyển tiền tự động đang hoạt động của tôi.",true,200,20702,personal_finance,
79,get_auto_transfers,"Tôi đã thiết lập tự động phân bổ thu nhập chưa?",true,200,20411,personal_finance,
80,get_auto_transfers,"Cho tôi xem các lịch tự động đang bật.",true,200,8074,personal_finance,
